iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AFG,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.949771,
AFG,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.949784,
AFG,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2e_100yr,1138,tonnes,annual,2023-10-03 21:10:30.949795,
AFG,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2e_20yr,1138,tonnes,annual,2023-10-03 21:10:30.949803,
AFG,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2,1030,tonnes,annual,2023-10-03 21:10:30.950355,
AFG,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.950371,
AFG,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.95038,
AFG,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2e_100yr,1030,tonnes,annual,2023-10-03 21:10:30.950389,
AFG,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2e_20yr,1030,tonnes,annual,2023-10-03 21:10:30.950396,
AFG,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2,1008,tonnes,annual,2023-10-03 21:10:30.950944,
AFG,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.95096,
AFG,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.95097,
AFG,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2e_100yr,1008,tonnes,annual,2023-10-03 21:10:30.950979,
AFG,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2e_20yr,1008,tonnes,annual,2023-10-03 21:10:30.950987,
AFG,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2,764,tonnes,annual,2023-10-03 21:10:30.951546,
AFG,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.951561,
AFG,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.951575,
AFG,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2e_100yr,764,tonnes,annual,2023-10-03 21:10:30.951584,
