iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
GRC,2020-01-01 00:00:00,2020-12-31 00:00:00,bauxite-mining,co2e_100yr,74100,tonnes,annual,2023-10-03 21:10:31.590728,2023-11-02 13:53:00.017128
GRC,2020-01-01 00:00:00,2020-12-31 00:00:00,bauxite-mining,co2e_20yr,74100,tonnes,annual,2023-10-03 21:10:31.590736,2023-11-02 13:53:00.017128
GRC,2021-01-01 00:00:00,2021-12-31 00:00:00,bauxite-mining,co2,74393,tonnes,annual,2023-10-03 21:10:31.591235,2023-11-02 13:53:00.017128
GRC,2021-01-01 00:00:00,2021-12-31 00:00:00,bauxite-mining,co2e_100yr,74393,tonnes,annual,2023-10-03 21:10:31.591265,2023-11-02 13:53:00.017128
GRC,2021-01-01 00:00:00,2021-12-31 00:00:00,bauxite-mining,co2e_20yr,74393,tonnes,annual,2023-10-03 21:10:31.591274,2023-11-02 13:53:00.017128
GRC,2022-01-01 00:00:00,2022-12-31 00:00:00,bauxite-mining,co2,71818,tonnes,annual,2023-10-03 21:10:31.591793,2023-11-02 13:53:00.017128
GRC,2022-01-01 00:00:00,2022-12-31 00:00:00,bauxite-mining,co2e_100yr,71818,tonnes,annual,2023-10-03 21:10:31.591827,2023-11-02 13:53:00.017128
GRC,2022-01-01 00:00:00,2022-12-31 00:00:00,bauxite-mining,co2e_20yr,71818,tonnes,annual,2023-10-03 21:10:31.591837,2023-11-02 13:53:00.017128
GUY,2015-01-01 00:00:00,2015-12-31 00:00:00,bauxite-mining,co2,126731,tonnes,annual,2023-10-03 21:10:31.617286,2023-11-02 13:53:00.017128
GUY,2015-01-01 00:00:00,2015-12-31 00:00:00,bauxite-mining,co2e_100yr,126731,tonnes,annual,2023-10-03 21:10:31.617316,2023-11-02 13:53:00.017128
GUY,2015-01-01 00:00:00,2015-12-31 00:00:00,bauxite-mining,co2e_20yr,126731,tonnes,annual,2023-10-03 21:10:31.617332,2023-11-02 13:53:00.017128
GUY,2016-01-01 00:00:00,2016-12-31 00:00:00,bauxite-mining,co2,125208,tonnes,annual,2023-10-03 21:10:31.617819,2023-11-02 13:53:00.017128
GUY,2016-01-01 00:00:00,2016-12-31 00:00:00,bauxite-mining,co2e_100yr,125208,tonnes,annual,2023-10-03 21:10:31.617856,2023-11-02 13:53:00.017128
