iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BIH,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_100yr,74382,tonnes,annual,2023-10-03 21:13:22.971948,2023-11-02 13:53:03.740685
BIH,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_20yr,74382,tonnes,annual,2023-10-03 21:13:22.971956,2023-11-02 13:53:03.740685
BIH,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2,78155,tonnes,annual,2023-10-03 21:13:22.972567,2023-11-02 13:53:03.740685
BIH,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_100yr,78155,tonnes,annual,2023-10-03 21:13:22.972598,2023-11-02 13:53:03.740685
BIH,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_20yr,78155,tonnes,annual,2023-10-03 21:13:22.972606,2023-11-02 13:53:03.740685
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2,11201788,tonnes,annual,2023-10-03 21:13:22.999049,2023-11-02 13:53:03.740685
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_100yr,11201788,tonnes,annual,2023-10-03 21:13:22.999079,2023-11-02 13:53:03.740685
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_20yr,11201788,tonnes,annual,2023-10-03 21:13:22.999087,2023-11-02 13:53:03.740685
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2,10955308,tonnes,annual,2023-10-03 21:13:22.99959,2023-11-02 13:53:03.740685
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_100yr,10955308,tonnes,annual,2023-10-03 21:13:22.99962,2023-11-02 13:53:03.740685
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_20yr,10955308,tonnes,annual,2023-10-03 21:13:22.999628,2023-11-02 13:53:03.740685
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2,11796304,tonnes,annual,2023-10-03 21:13:23.000129,2023-11-02 13:53:03.740685
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_100yr,11796304,tonnes,annual,2023-10-03 21:13:23.000159,2023-11-02 13:53:03.740685
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_20yr,11796304,tonnes,annual,2023-10-03 21:13:23.000166,2023-11-02 13:53:03.740685
BRA,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2,11960000,tonnes,annual,2023-10-03 21:13:23.000769,2023-11-02 13:53:03.740685
BRA,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_100yr,11960000,tonnes,annual,2023-10-03 21:13:23.0008,2023-11-02 13:53:03.740685
